zinc,,Smiles,Dock,SA,HBA,HBD,ROTB,LOGP,QED,MW
ZINC000000538564,,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,-10.2,2.952675485,5,2,5,2.87958,0.560412076,430.4
ZINC000001536255,,O=C(Nc1ccc2c(c1)OCO2)OCCCN1CCC(c2noc3cc(F)ccc23)CC1,-10.2,2.53968351,7,1,6,4.5138,0.563286692,441.5
ZINC000001550499,,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,-10.2,2.413681833,1,1,6,6.142,0.522407222,357.4
ZINC000003818809,,C[C@@H]1CCCN1CCc1cc2cc(-c3ccc(C#N)cc3)ccc2o1,-10.2,2.762956625,3,0,4,4.99828,0.675763946,330.4
ZINC000004491419,,CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@@]2(C)[C@@H]1COc1ccc2ccc(=O)oc2c1,-10.2,3.879437018,4,1,3,4.9414,0.603203149,382.5
ZINC000004654858,,CC(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,-10.2,4.376031268,2,2,5,6.3595,0.525292103,402.7
ZINC000006717782,,Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,-10.2,3.553922029,8,3,7,3.85532,0.290337486,530.6
ZINC000012504479,,CC(C)(C)c1nc2c3cc[nH]c(=O)c3c3cc(F)ccc3c2[nH]1,-10.2,2.717626311,2,2,0,3.9942,0.482368287,309.3
ZINC000013489569,,Cn1cncc1[C@H](OCc1ccc(C#N)cc1)c1ccc(C#N)c(-c2cccc3ccccc23)c1,-10.2,3.114937948,4,0,6,6.28986,0.302144079,454.5
ZINC000013588783,,O=c1ccc2ccccc2cc1-c1nc2ccccc2[nH]1,-10.2,2.030505407,2,1,1,3.7433,0.573394746,272.3
ZINC000013677247,,O=c1cc(N2CCOCC2)oc2c(-c3ccc4[nH]ccc4c3)cccc12,-10.2,2.540060059,4,1,2,3.7779,0.600064,346.4
ZINC000028821380,,O=C(NC1CCN(Cc2ccc(Br)cc2)CC1)c1ccc2ccccc2c1,-10.2,1.843593148,2,1,4,4.9967,0.64098699,423.4
ZINC000033827894,,FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3C[C@H]3CCC[C@@H]43)CC2)c1,-10.2,3.36740589,4,0,4,3.5589,0.77965353,405.5
ZINC000033975065,,Cc1cc(Oc2ccc3nc(COc4ccc(C[C@@H]5SC(=O)NC5=O)cc4)n(C)c3c2)cc(C)c1N,-10.2,3.182527149,7,2,7,5.03774,0.340977013,502.6
ZINC000036176854,,O=C(c1cc2ccccc2[nH]1)c1cc2cc(Oc3ccccc3)ccc2[nH]1,-10.2,2.187257885,2,2,4,5.6725,0.409292746,352.4
ZINC000036338795,,Clc1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1,-10.2,2.188624227,4,1,3,6.242,0.400824027,382.9
ZINC000038228051,,CCc1nc2c(C)nc(C)cc2n1-c1ccc(CCN/C(O)=N/S(=O)(=O)c2ccc(C)cc2)cc1,-10.2,2.834568537,6,2,7,4.34316,0.293946736,491.6
ZINC000038576002,,CNC(=O)COc1cccc(Nc2ncc(F)c(Nc3ccc4c(c3)NC(=O)C(F)(F)O4)n2)c1,-10.2,2.846436381,8,4,7,3.1514,0.411542326,474.4
ZINC000040393428,,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,-10.2,2.538802104,5,3,6,5.0998,0.395476052,430.9
ZINC000040812363,,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@@H]3[C@@H]1C[C@H](CC(=O)NCc1ccco1)C2=O,-10.2,3.926363063,4,2,4,4.343,0.790013543,407.5
ZINC000040891582,,O=C(O)[C@H]1C[C@@]12C[C@@H](c1ccc(OCc3cc(-c4ccccc4)nc4ccccc34)cc1)NC2=O,-10.2,3.957190244,5,2,6,5.1327,0.412887678,464.5
ZINC000040933148,,O=C(Cc1ccccc1)Nc1ccc2c(c1)C(=O)c1cc(NC(=O)Cc3ccccc3)ccc1C2=O,-10.2,2.019549032,4,2,6,4.8244,0.368945871,474.5
ZINC000043202335,,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,-10.2,2.668430278,7,0,7,4.00788,0.384534491,492.6
ZINC000071297091,,CCS(=O)(=O)c1ccc2oc(-c3ccc4ccccc4c3)nc2c1,-10.2,2.078432804,4,0,3,4.4416,0.55429316,337.4
ZINC000090636091,,O=C(CNc1cccc(OCc2ccccc2)c1)Nc1ccc2cnccc2c1,-10.2,1.964530574,4,2,7,4.8644,0.47815278,383.5
ZINC000100015243,,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N/Nc1cccc(-c2cccc(C(=O)O)c2)c1O,-10.2,2.563510778,5,3,5,4.56484,0.395692758,442.5
ZINC000100057121,,Fc1ccccc1-c1nc2ccn(Cc3ccc(-c4ccc(C(F)(F)F)cc4C(F)(F)F)nn3)cc-2n1,-10.2,2.904132743,4,0,4,6.7319,0.248188572,517.4
ZINC000168212088,,CC(C)N(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@H]1C[C@H](CCc2nc3cc(C(C)(C)C)ccc3[nH]2)C1,-10.2,4.319916841,9,4,8,3.3233,0.253422329,562.7
ZINC000000000706,,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,-10.1,2.898506746,4,0,0,3.4281,0.365369911,332.3
ZINC000000596945,,C[C@H](C(=O)O)c1ccc2cc(OCc3ccc4ccccc4n3)ccc2c1,-10.1,2.525902406,4,1,5,5.1551,0.536171253,357.4
ZINC000002187519,,CC1=CC[C@H]2C(C)(C)C(=O)CC[C@@]2(C)[C@@H]1COc1ccc2ccc(=O)oc2c1,-10.1,3.783696527,4,0,3,5.1496,0.545760992,380.5
ZINC000003784182,,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,-10.1,3.448688325,3,1,4,6.6814,0.519704129,412.5
ZINC000004194759,,Cc1cc(C)nc(NS(=O)(=O)c2ccc(/N=N/c3ccc(O)c(C(=O)O)c3)cc2)n1,-10.1,2.570139834,7,3,6,3.71344,0.506479475,427.4
ZINC000012502776,,NCc1nnc2ccccc2c1/N=C/C=C(c1ccccc1)c1ccccc1,-10.1,2.631055552,3,1,5,4.9227,0.511122936,364.5
ZINC000012504111,,O=C(Nc1ccccc1Oc1ccc(C(=O)O)c(C(=O)O)c1)c1cccc([N+](=O)[O-])c1,-10.1,2.060682952,8,3,7,4.0358,0.380372875,422.3
ZINC000014613037,,CN1CCc2cc3c(c4c2[C@@H]1Cc1cc2c(cc1-4)OCO2)OCO3,-10.1,3.29172179,5,0,0,2.8961,0.745437735,323.3
ZINC000024953575,,NCc1ccc2c(c1)C1(CCN(C(=O)c3ccc(C#Cc4ccccc4)o3)CC1)CO2,-10.1,3.255245659,4,1,2,3.7045,0.651884145,412.5
ZINC000028707246,,O=C(NC1CCN(CCCCc2ccccc2)CC1)c1cccc2ccccc12,-10.1,1.878217515,2,1,7,5.0569,0.575959575,386.5
ZINC000029037283,,CCn1c(=O)[nH]c2nc(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)[nH]c2c1=O,-10.1,2.721220477,4,2,4,2.3634,0.545253431,404.4
ZINC000033974001,,Cc1cc2c(CCc3sc(-c4ccc(C(F)(F)F)cc4)nc3C(C)C)noc2cc1OCC(=O)O,-10.1,2.897449987,6,1,8,6.65052,0.289165053,504.5
ZINC000039314945,,CC1(C)[C@H]2CC[C@](C)(O)[C@@H](COc3ccc4ccc(=O)oc4c3)[C@@]2(C)CC[C@H]1O,-10.1,4.039640691,5,2,3,4.1362,0.757295874,400.5
ZINC000040933671,,O=C(Oc1ccc2ccccc2c1)N1c2ccccc2Sc2ccccc21,-10.1,2.157872885,3,0,1,6.6415,0.376474845,369.4
ZINC000040939439,,O=C(NCC1CCCCC1)Oc1cccc(-c2ccccc2)c1,-10.1,1.831471447,2,1,4,5.0223,0.860620648,309.4
ZINC000043014303,,O=C(N[C@@H]1C[C@H]1c1ccccc1)N1CCC(c2nc(-c3ccccn3)no2)CC1,-10.1,3.132206158,5,1,4,3.5767,0.737310406,389.5
ZINC000049114020,,Nc1ccc(-c2cc3ccccc3o2)cc1NC(=O)c1ccccc1,-10.1,1.896090857,3,2,3,4.9343,0.523697131,328.4
ZINC000049877703,,CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(C(F)(F)F)cc5)CC4)cc3)[nH]c2c1=O,-10.1,2.679319902,6,2,6,2.6251,0.372508613,562.6
ZINC000068203670,,Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)NCc5ccccn5)cc4c(=O)c3c2)cn1,-10.1,2.678768848,6,1,6,3.1633,0.407709763,471.5
ZINC000068208690,,CC(C)c1noc(N2CCC(COc3ccc(-c4ccc(S(C)(=O)=O)cc4)nc3)CC2)n1,-10.1,2.610906966,8,0,7,3.9539,0.526944284,456.6
ZINC000068244727,,Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,-10.1,2.771218791,8,2,7,5.00412,0.324706681,562.6
ZINC000068267049,,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,-10.1,3.283900769,6,1,5,3.17422,0.48860193,460.5
ZINC000096170454,,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,-10.1,3.199458265,6,2,5,3.3867,0.356589142,443.3
ZINC000002047421,,Oc1ccc(-c2cnc3ccc4ccncc4c3c2)cc1,-10,2.071769179,3,1,1,4.1556,0.529231499,272.3
ZINC000003881408,,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,-10,3.975807128,3,0,1,4.45,0.526809433,330.5
ZINC000003937997,,CS(=O)(=O)c1ccc(-c2ccc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,-10,2.370385586,6,1,8,6.2729,0.296767649,517.6
ZINC000003954654,,C[C@@H]1c2ccccc2Cn2cc3c(c21)C(=O)c1cccc(O[P@@](=O)(O)OCc2ccccc2)c1C3=O,-10,3.735364134,6,1,5,5.473,0.322299088,499.5
ZINC000005757346,,CC1(C)[C@@H](O)CC[C@]2(C)[C@@H]1CC[C@@](C)(O)[C@H]2COc1ccc2ccc(=O)oc2c1,-10,4.039640691,5,2,3,4.1362,0.757295874,400.5
ZINC000014859659,,Cc1ccc2[nH]c3c4c(ccc3c2c1)O[C@]1(C)CC[C@@H]2[C@H]1[C@H]4C2(C)C,-10,4.047507212,1,1,0,5.93022,0.542373392,331.5
ZINC000015203333,,O=c1oc2cc3occc3cc2c2oc3cc4c(cc3c12)OCO4,-10,2.803460973,6,0,0,4.1673,0.398670127,320.3
ZINC000019899628,,O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21,-10,2.385512788,6,0,4,4.3624,0.577726389,459.6
ZINC000020677610,,C[C@H]1C[C@H](C)CN(CCCNc2ccc(C(=O)Nc3ccc(C(F)(F)F)cc3)cc2[N+](=O)[O-])C1,-10,3.060374679,5,2,8,5.6458,0.291047347,478.5
ZINC000022453679,,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,-10,2.820034204,5,2,7,4.9355,0.426456443,440.6
ZINC000028110230,,O=C(NO)c1ccc2c(ccc3ccccc32)c1,-10,1.764859213,2,2,1,3.112,0.387895847,237.3
ZINC000028710045,,Cc1ccc2ccc(-c3cccc(C#N)c3)cc2n1,-10,1.922537055,2,0,1,4.0819,0.646294662,244.3
ZINC000028712011,,CC(C)(C)c1ccc(-c2ccc(NC(N)=O)cc2)cc1,-10,1.664045586,1,2,2,4.1417,0.844537068,268.4
ZINC000028967384,,O=C(NC12CC3CC(CC(C3)C1)C2)c1cnc2ccccc2c1,-10,3.385970186,2,1,2,3.9334,0.913035823,306.4
ZINC000033975089,,C[C@@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C,-10,4.496774803,5,1,4,4.0733,0.765524025,402.5
ZINC000038836256,,c1cc(OCCN2CCCCC2)cc(-c2n[nH]c3ccc(-c4nc[nH]n4)cc23)c1,-10,2.747104179,5,2,6,3.8797,0.523745776,388.5
ZINC000039127317,,O=C(CCC(=O)Nc1ccc2c(c1)C(=O)C(=O)NC2=O)Nc1cccc(OCCF)c1,-10,2.37589999,6,3,8,1.845,0.435343007,427.4
ZINC000040893964,,Oc1cccc(-c2ccc3c(-c4ccccc4)c(O)ccc3c2)c1,-10,1.910138079,2,2,2,5.585,0.50666017,312.4
ZINC000043010475,,O=C(/C=C/c1cnc2ccccc2c1)C12CC3CC(CC(C3)C1)C2,-10,3.619480546,2,0,3,5.0335,0.742859637,317.4
ZINC000043015507,,O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1C1CCCC1,-10,2.332947274,3,2,4,6.2527,0.438115827,382.5
ZINC000043175494,,CC(C)(O)c1ccccc1-c1ccc2nc(/C=C/c3ccc(C(F)(F)F)cc3)[nH]c2c1,-10,2.53713129,2,2,4,6.6465,0.386975614,422.5
ZINC000043207236,,Cc1nc(C(=O)N2CCCC[C@H]2CNC(=O)c2cccc3occc23)c(-c2ccc(F)cc2)s1,-10,3.0161479,4,1,5,5.42852,0.41600969,477.6
ZINC000045484335,,O=C(NCCCCCCc1ccccc1)Oc1cccc(-c2ccccc2)c1,-10,1.809644987,2,1,9,6.2451,0.45054038,373.5
ZINC000049053218,,O=C(NCCCCN1CCCCC1)Nc1ccc(-c2ccccc2)cc1,-10,1.759707012,2,2,7,4.7412,0.707680473,351.5
ZINC000049781493,,O=c1cc(-c2ccccc2)oc2c1ccc1cccc(O)c12,-10,2.131529126,3,1,1,4.3188,0.530631438,288.3
ZINC000049807910,,COc1ccc2cc3[n+](cc2c1OCCCNc1ccccc1)CCc1cc2c(cc1-3)OCO2,-10,2.808052532,5,1,7,4.9687,0.315075705,455.5
ZINC000095579919,,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,-10,2.687420698,6,2,6,3.47274,0.469547876,445.5
ZINC000095598448,,Cc1cc(C2=NO[C@](c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)ccc1C(=O)NCC(=O)NCC(F)(F)F,-10,3.373766128,3,2,6,5.29232,0.475040853,556.3
ZINC000095620636,,C[C@@H](c1ccccc1)[C@@H]1CC[C@H](c2ccccc2)c2ccccc21,-10,3.007860614,0,0,3,6.4996,0.517588555,312.5
ZINC000100035387,,C[C@H]1CC[C@H](NCc2ccc3c(c2)Cc2c(-c4ccc(C(=O)O)cc4)n[nH]c2-3)CC1,-10,2.497549364,4,3,5,5.0144,0.439005426,401.5
ZINC000198422953,,O=C(Nc1ncc(Cc2ccccc2Br)s1)c1cc2ccccc2o1,-10,2.238728159,3,1,4,5.4949,0.481135752,413.3
ZINC000253387561,,CN1CCc2cc3c(cc2[C@@H]2O[C@H](O)c4c(ccc5c4OCO5)[C@@H]21)OCO3,-10,3.941359757,7,1,0,2.4354,0.764818974,369.4
ZINC000000306694,,CN1CCc2cc3c(c4c2[C@@H]1Cc1ccccc1-4)OCO3,-9.9,3.024028577,3,0,0,3.1674,0.739111497,279.3
ZINC000000598829,,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,-9.9,2.646005326,3,0,2,5.63492,0.542310067,416
ZINC000000601229,,CN1CCC[C@@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,-9.9,2.672998264,3,0,3,4.2975,0.678552512,381.9
ZINC000000602902,,CCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1,-9.9,2.11220016,4,2,6,5.51912,0.43794631,411.5
ZINC000001542113,,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,-9.9,2.596660276,5,2,7,4.02958,0.421693445,441.5
ZINC000001654295,,c1ccc2c(-c3ccsc3)c3c(ccc4ccccc43)cc2c1,-9.9,2.088466863,0,0,1,6.8747,0.233835402,310.4
ZINC000003870987,,O=C1N=c2ccc3ncsc3c2=C1CNc1ccc(S(=O)(=O)Nc2ccccn2)cc1,-9.9,2.921411396,6,2,6,1.9147,0.464964386,449.5
ZINC000003881613,,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,-9.9,3.922572115,3,0,4,5.6728,0.604927585,406.6
ZINC000003960083,,NCC(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1,-9.9,2.375676889,3,2,4,5.7617,0.334999914,460.5
ZINC000004393901,,O=C(CCN1CCCCC1)Nc1ccc2c(c1)C(=O)c1cc(NC(=O)CCN3CCCCC3)ccc1C2=O,-9.9,2.385844243,6,2,8,4.091,0.468011037,516.6
ZINC000006017723,,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@H]1[C@@H](O2)O[C@@H](O)[C@@H]1O,-9.9,4.347135418,8,2,1,0.4421,0.71497456,346.3
ZINC000006036395,,C[C@@H](CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(=O)O,-9.9,4.32777394,3,2,6,6.4534,0.488940852,416.6
ZINC000006746067,,O=C(NCc1ccc(C(F)(F)F)cc1)Nc1cccc2cnccc12,-9.9,2.001290023,2,2,3,4.5753,0.730223757,345.3
ZINC000011525589,,Nc1ncccc1NCc1cccc(-c2ccc3cc[nH]c3c2)c1,-9.9,2.202296076,3,3,4,4.4242,0.522014266,314.4
ZINC000013309933,,CC(C)=CCC/C(C)=C/Cc1c(O)cc(-c2cc3ccc(O)cc3o2)cc1O,-9.9,2.866256065,4,3,6,6.4518,0.43082938,378.5
ZINC000013470185,,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,-9.9,3.184851543,4,1,2,3.97502,0.888990103,351.5
ZINC000013520725,,O=C(Nc1cccc(-c2ccccc2)c1)OC1CCCCC1,-9.9,1.758014481,2,1,3,5.2348,0.84108652,295.4
ZINC000013681768,,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@H](C(=O)NCc1ccco1)[C@@H]2O,-9.9,3.973626063,4,3,3,3.7447,0.739267824,395.5
ZINC000013980035,,C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,-9.9,3.350996237,7,2,6,5.2489,0.400511968,467
ZINC000014683238,,CN1CCc2cc3c(c4c2[C@@H]1Cc1cccc(O)c1-4)OCO3,-9.9,3.218738207,4,1,0,2.873,0.811270096,295.3
ZINC000014960644,,COc1cccc(-c2ccc(NC(=O)C3=C(C(=O)O)CCC3)c(F)c2)c1,-9.9,2.218394716,4,2,5,4.0049,0.849816797,355.4
ZINC000020677601,,C[C@H]1C[C@@H](C)CN(CCCNc2ccc(C(=O)Nc3ccc(C(F)(F)F)cc3)cc2[N+](=O)[O-])C1,-9.9,3.060374679,5,2,8,5.6458,0.291047347,478.5
ZINC000028707272,,O=C(NC1CCN(CCCCc2ccccc2)CC1)c1ccc2ccccc2c1,-9.9,1.867948821,2,1,7,5.0569,0.575959575,386.5
ZINC000028863428,,O=C(CCc1ccc(-c2ccccc2)cc1)Nc1ccccc1C(=O)O,-9.9,1.614524874,3,2,6,4.6231,0.684731611,345.4
ZINC000029127807,,O=C(Nc1cc(-c2ccccc2)ccc1O)c1ccccc1,-9.9,1.521753165,2,2,3,4.3115,0.705740094,289.3
ZINC000034285235,,COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,-9.9,2.286212149,6,0,5,3.9271,0.457824715,383.4
ZINC000034316584,,CC(C)=CCC/C(C)=C/Cc1cc(/C=C/C(=O)c2ccc(O)cc2O)c(O)cc1O,-9.9,2.939510055,5,4,8,5.6403,0.257368057,408.5
ZINC000034419798,,O=c1oc2ccc3ccccc3c2cc1Cc1ccccc1,-9.9,1.880650931,2,0,2,4.537,0.399913603,286.3
ZINC000038192608,,CCNCc1cncc(-c2ccc3c(c2)/C(=C2/N=c4cc(F)cc(F)c4=N2)NN3)c1C,-9.9,3.198368699,4,3,4,2.95392,0.609238619,418.5
ZINC000038452660,,c1ccc2ncc(Nc3ccnc(Nc4ccc(OCCCN5CCCCC5)cc4)n3)cc2c1,-9.9,2.342707789,7,2,9,5.7668,0.311139664,454.6
ZINC000040863006,,O=C([C@@H]1CCCN1C(=O)CCn1c(=O)c(-c2ccccc2)nc2ccccc21)N1CCCC1,-9.9,2.715650366,4,0,5,3.067,0.606201368,444.5
ZINC000040919149,,c1ccc2oc(Oc3ccc(OCCN4CCCCCC4)cc3)nc2c1,-9.9,2.135592211,5,0,6,4.8749,0.632953864,352.4
ZINC000043175812,,Cc1cc(C)c2nc(-c3cnc(NCCCC4CCN(C)CC4)nc3C)[nH]c2c1,-9.9,2.696848239,5,2,6,4.47906,0.605454036,392.6
ZINC000043202464,,C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1,-9.9,3.417681789,7,3,5,3.9792,0.476447318,506.3
ZINC000043202644,,NCc1ccc(-c2ccc(Cc3cc(=O)n(O)c4ncccc34)cc2)cc1,-9.9,2.302091051,4,2,4,3.3503,0.548945031,357.4
ZINC000043208634,,COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,-9.9,2.758277498,7,1,6,4.8414,0.351854488,505.5
ZINC000045388635,,Cc1nc2ccc3c(c2nc1C)C(=O)c1ccccc1C3=O,-9.9,2.22778167,4,0,0,3.02204,0.498801938,288.3
ZINC000049088039,,Cc1ccc2ccc(-c3ccc(OCc4ccccc4)c(C#N)c3)cc2n1,-9.9,2.028413011,3,0,4,5.6609,0.476857596,350.4
ZINC000059062597,,CCn1c(=O)n([C@H]2CCCN(c3nccc(-c4cc5ccccc5o4)n3)C2)c2ccccc21,-9.9,3.041669731,5,0,4,4.8676,0.399705559,439.5
ZINC000066128693,,CN(C)Cc1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1,-9.9,3.375185518,5,2,6,5.1263,0.45503817,538.6
ZINC000100031739,,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O,-9.9,3.799672545,2,1,0,3.7375,0.727773936,268.4
ZINC000101107532,,C[C@H]1CC[C@@H](NCc2ccc3c(c2)Cc2c(-c4ccc(C(=O)O)cc4)n[nH]c2-3)CC1,-9.9,2.497549364,4,3,5,5.0144,0.439005426,401.5
ZINC000103550302,,O=[N+]([O-])c1cccc(/N=C2/N=CCC(c3cccc(Cn4cncn4)c3)=N2)c1,-9.9,3.076419552,4,0,5,3.1859,0.50488107,373.4
ZINC000117145933,,C[C@H](Oc1ccc(-c2nc(-c3ccc4[nH]cnc4c3)no2)cc1C(F)(F)F)C(F)(F)F,-9.9,3.24020588,5,1,4,5.6283,0.414880126,442.3
ZINC000203540977,,CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cn3)c2)c2cnc(N)nc21,-9.9,2.990980283,8,3,7,2.5965,0.342246822,479.9
ZINC000299870312,,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@H]1C/C(=C\c1ccc(C#N)cc1)[C@@H]2O,-9.9,3.937215958,3,2,1,5.17438,0.711292953,385.5
ZINC000299870328,,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@H]1C/C(=C\c1ccncc1)[C@@H]2O,-9.9,3.967160238,3,2,1,4.6977,0.774133977,361.5
ZINC000000188419,,c1ccc(-c2csc(Nc3cccc4ccccc34)n2)cc1,-9.8,1.745146434,2,1,3,5.7069,0.524281956,302.4
ZINC000000538316,,O=S(=O)(Nc1cccc(OCc2ccc3ccccc3n2)c1)C(F)(F)F,-9.8,2.200076065,4,1,5,4.0753,0.72217855,382.4
ZINC000000704422,,CC1=CC[C@H]2C(C)(C)[C@H](O)CC[C@@]2(C)[C@@H]1COc1ccc2ccc(=O)oc2c1,-9.8,3.879437018,4,1,3,4.9414,0.603203149,382.5
ZINC000001212741,,C[C@H](NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1,-9.8,2.149108877,2,1,4,5.3928,0.534699975,352.4
ZINC000001543563,,CC[C@H](NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,-9.8,2.39667074,2,1,5,6.09132,0.455004958,380.5
ZINC000001634550,,C=C1CC[C@@H]2C(C)(C)[C@H](O)CC[C@@]2(C)[C@@H]1COc1ccc2ccc(=O)oc2c1,-9.8,3.874368971,4,1,3,4.9414,0.603203149,382.5
ZINC000003779694,,CC(C)(Cc1c[nH]c2ccccc12)NC[C@H](O)COc1cccc2[nH]ccc12,-9.8,2.931778992,3,4,8,3.9998,0.374984882,377.5
ZINC000003797541,,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,-9.8,4.09530616,2,1,1,5.3986,0.688781387,349.5
ZINC000003806113,,Cc1cc(C)cc(C(=O)N2CC[C@H](NCc3ccnc4ccccc34)C[C@H]2Cc2ccccc2)c1,-9.8,3.08094304,3,1,6,5.85734,0.389687183,463.6
ZINC000003818418,,O=C(NO)c1cnc(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)nc1,-9.8,2.279056395,7,2,4,1.2597,0.488593297,413.5
ZINC000003874320,,NC(N)=Nc1ccc(CNC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,-9.8,3.625611627,3,4,4,2.3595,0.498797649,341.5
ZINC000003947422,,C=C1CC[C@@H]2C(C)(C)[C@@H](O)CC[C@@]2(C)[C@@H]1COc1ccc2ccc(=O)oc2c1,-9.8,3.874368971,4,1,3,4.9414,0.603203149,382.5
ZINC000004027519,,CC1(C)[C@@H](O)CC[C@]2(C)[C@@H]1CC[C@](C)(O)[C@H]2COc1ccc2ccc(=O)oc2c1,-9.8,4.039640691,5,2,3,4.1362,0.757295874,400.5
ZINC000004097086,,C[C@@H](CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,-9.8,4.353647828,2,2,6,6.3611,0.507381757,402.7
ZINC000004731263,,CC(=O)C1=CC[C@@H]2[C@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@@H]3CC[C@@]12C,-9.8,4.171772303,2,1,1,4.5153,0.772262227,316.5
ZINC000004776255,,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc2ccccc2n1,-9.8,3.381158648,2,1,2,3.9334,0.913035823,306.4
